Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2),Absolute acceleration (m/s^2)
-0.001089542,-1.808389435,4.276906128,3.992796936,6.124102036
0.008972458,-2.34607132,3.933370514,4.399201813,6.350466977
0.019035458,-2.628983002,3.841012573,4.943320313,6.789797119
0.029097458,-2.368973694,3.824546814,5.200784912,6.876580429
0.039160458,-1.846110992,4.037853241,5.201832733,6.838965446
0.049223458,-1.392254791,4.406237183,5.134023743,6.907351106
0.059285458,-0.969833221,4.766837311,5.075196075,7.030002107
0.069348458,-0.61072998,5.022206268,5.116659851,7.195537155
0.079410458,-0.408799896,5.118905182,5.14959137,7.272454805
0.089473458,-0.353265381,5.073399811,5.161416779,7.245992357
0.099535458,-0.452059937,5.083129578,5.188809814,7.277795805
0.109598458,-0.559386749,5.112318878,5.295986938,7.382153852
0.119660458,-0.649050293,5.068310394,5.464536438,7.481323079
0.129723458,-0.718655548,4.965025177,5.730832672,7.616454813
0.139785458,-0.791404266,4.902904358,6.140680389,7.897641895
0.149848458,-0.814156952,4.904101868,6.495592346,8.179595748
0.159911458,-0.883013763,4.964426422,6.883884888,8.53306007
0.169973458,-1.056203613,5.01262619,7.487729187,9.07237983
0.180036458,-1.165326691,5.038821716,8.000562744,9.526631871
0.190098458,-1.114582214,4.948110352,8.339907074,9.761154623
0.200161458,-0.999770966,4.741689606,8.517288208,9.799355117
0.210223458,-0.899479523,4.463567963,8.63644043,9.763227216
0.220286458,-0.815953217,4.238136749,8.854686584,9.850535887
0.230348458,-0.780327301,4.110751648,9.151519318,10.06267835
0.240411458,-0.645308075,4.145928497,9.506730652,10.39149043
0.250474458,-0.418379974,4.227059784,9.856553192,10.73288018
0.260536458,-0.216749268,4.326453094,10.19230499,11.07466738
0.270599458,-0.110919342,4.380191345,10.54646851,11.42043682
0.280661458,-0.106877747,4.27076889,10.81605789,11.62918734
0.290724458,-0.014519806,4.000281372,10.95437027,11.66193337
0.300786458,0.106278992,3.499273224,11.02397552,11.56651394
0.310849458,0.154179382,2.946772156,11.39206009,11.76801897
0.320911458,0.155376892,2.552042999,12.13571365,12.40212124
0.330974458,-0.011226654,2.382894745,13.07920166,13.29450373
0.341037458,-0.175285492,2.36702774,14.08181671,14.28044492
0.351099458,-0.189056854,2.186203766,14.85944962,15.02060159
0.361162458,-0.088615723,1.660796356,15.18846542,15.27925323
0.371224458,0.103883972,0.955762482,15.09670624,15.12728703
0.381287458,0.251477051,0.191002808,14.59884155,14.60225659
0.391349458,0.114212494,-0.463885345,13.9319783,13.94016691
0.401412458,-0.137863312,-1.012344818,13.29819626,13.33738625
0.411474458,-0.263152771,-1.466051331,12.51188141,12.60022747
0.421537458,-0.380808105,-1.762434998,11.72601563,11.86383725
0.431600458,-0.37437149,-1.971699829,11.19536911,11.37383153
0.441662458,-0.094303894,-1.777104492,10.89793762,11.04228409
0.451725458,-0.017663269,-1.533860321,10.84809128,10.95600857
0.461787458,0.384400635,-1.459465027,11.53516251,11.63347652
0.471850458,1.318458252,-0.861009521,12.12852859,12.23032606
0.481912458,0.629890137,1.125808868,10.93910202,11.01490627
0.491975458,-0.704884186,1.875449982,9.839638367,10.04154657
0.502037458,-0.720002747,1.209933929,9.484876099,9.588806947
0.512100458,-0.102536774,0.457149353,9.045839081,9.057963568
0.522163458,0.473465424,0.085172882,8.821455688,8.834563056
0.532225458,0.613125,0.245339813,8.566835175,8.59225109
0.542288458,0.536484375,0.890198822,7.899672546,7.967753496
0.552350458,0.739911346,1.572180634,6.317762146,6.55235372
0.562413458,0.762514343,1.987117767,4.508175201,4.985349415
0.572475458,0.42706192,2.172582092,2.950664063,3.689026056
0.582538458,0.203426971,2.303709412,2.491718445,3.399576502
0.592600458,-0.109721832,1.666634216,2.811902618,3.27055115
0.602663458,-0.469723206,1.817670135,3.518134003,3.987710054
0.612726458,-0.826880493,2.394420776,4.637955322,5.284658151
0.622788458,-0.975371704,2.428998871,5.310357056,5.92041194
0.632851458,-0.915346527,2.168390808,5.202730865,5.710357819
0.642913458,-0.620310059,1.942660217,4.397106171,4.846984213
0.652976458,-0.853674774,1.663191376,2.716999969,3.298038054
0.663038458,-2.86549118,1.588646393,1.125210114,3.464236549
0.673101458,-6.399043121,2.123484192,0.65638504,6.774051912
0.683163458,-8.070916443,2.278412018,0.583037567,8.406591839
0.693226458,-6.182144165,1.707349548,0.580792236,6.439818987
0.703289458,-3.635040894,1.366059265,1.472487946,4.153054414
0.713351458,-1.73638916,1.370100861,2.971171417,3.704063076
0.723414458,-0.32407608,1.552571411,5.825286255,6.037339086
0.733476458,2.491868134,1.337618408,14.20306458,14.48190848
0.743539458,6.136638794,-0.410446472,10.22329056,11.93073643
0.753601458,6.778803406,-2.286495209,10.6367308,12.81874714
0.763664458,4.061653748,-2.0172052,10.85512665,11.76434964
0.773726458,2.316882019,-1.319057007,9.466165009,9.834436112
0.783789458,1.641037445,-0.831520844,8.544681244,8.740481015
0.793852458,0.199834442,0.718954926,8.950786743,8.98183797
0.803914458,-0.028590546,2.938239899,7.982450409,8.506091091
0.813978208,1.77381134,3.273392944,7.724686432,8.575096997
0.824040208,4.044289856,1.946402435,6.696624298,8.061609012
0.834103208,5.774841156,0.559386749,4.832101593,7.550556914
0.844165208,6.483916626,-0.453407135,3.816463623,7.537383328
0.854228208,5.95686264,-1.07177124,3.623514862,7.054272894
0.864290208,5.673501892,-1.779798889,4.089795227,7.216836759
0.874353208,6.387666779,-2.593357086,4.94945755,8.486749548
0.884416208,7.670199738,-3.082390137,5.862858124,10.13440666
0.894478208,9.07398056,-3.331921234,6.57118515,11.68842575
0.904541208,10.38570282,-3.631148987,6.6554599,12.85858517
0.914603208,9.097481689,-4.324207764,6.095324707,11.77352662
0.924666208,5.583538971,-4.636907501,5.058430939,8.846724941
0.934728208,9.152567139,-6.950646057,3.986060944,12.16427752
0.944791208,11.5856076,-7.830366669,3.664978638,14.45589894
0.954853208,12.87891815,-7.752229156,3.890709229,15.52743404
0.964916208,14.53088287,-7.638166351,4.360432434,16.9853323
0.974979208,15.6984549,-7.494914246,4.799619141,18.04581862
0.985041208,17.19085144,-7.408843231,4.386029205,19.22637728
0.995104208,18.01204376,-7.021149445,2.504741364,19.49369101
1.005166208,18.54089401,-6.353687439,-0.480500793,19.60522828
1.015229208,18.36426132,-6.451733551,-3.197650452,19.72551465
1.025291208,16.98712509,-7.299271088,-5.508694611,19.29216145
1.035354208,16.52219193,-7.391030273,-7.024592285,19.41533032
1.045417208,16.30394577,-6.676715698,-7.019802246,18.96509435
1.055479208,16.08001144,-6.424490204,-5.502707062,18.16922198
1.065542208,16.53252045,-6.340365143,-4.52359314,18.27532099
1.075604208,16.51575531,-6.167774048,-3.459156647,17.96600609
1.085667208,16.0740239,-6.018833771,-1.933678894,17.27251337
1.095729208,16.37100632,-5.344336395,-1.400188293,17.27808747
1.105792208,15.70923248,-4.200115814,-1.51529892,16.3314754
1.115854208,13.41420502,-2.623594208,0.399219818,13.67419172
1.125917208,11.71883057,-2.872376862,1.29405899,12.13491357
1.135980208,12.24319016,-4.876858521,-0.055534515,13.17886711
1.146042208,11.40837616,-5.755082245,0.209115143,12.77950497
1.156105208,11.0575058,-5.718857574,0.724942474,12.46993617
1.166167208,11.26227997,-5.613476715,0.957708435,12.62011396
1.176230208,12.10083618,-4.896168365,0.746797028,13.07518286
1.186292208,12.53358627,-4.276756439,0.13337265,13.24383701
1.196355208,13.55476273,-3.387156372,-0.001047821,13.97155761
1.206417208,14.54959396,-2.187251587,0.074544983,14.71326989
1.216480208,14.80166977,-1.325493622,-0.703387299,14.87753726
1.226543208,14.36502777,-1.252295837,-2.115850067,14.57391812
1.236605208,12.66980301,-1.804048462,-2.787653046,13.09769097
1.246668208,11.02637054,-2.472558289,-2.208956451,11.51407315
1.256730208,10.29738647,-2.763852539,-1.259181519,10.73594836
1.266793208,10.10219238,-2.702480164,0.784817963,10.48683123
1.276855208,10.27433441,-2.464325409,0.528251495,10.57893648
1.286918208,10.54946228,-2.129022675,-0.054486694,10.76228882
1.296980208,9.571545868,-1.464554443,-0.4445755,9.693144866
1.307043208,8.089178467,-1.00396225,-2.003733215,8.393908224
1.317106208,5.789810028,-0.837508392,-3.09017395,6.61607856
1.327168208,2.609523468,-1.533411255,-3.434907074,4.578160047
1.337231208,0.098944244,-3.140918427,-2.910547485,4.283275054
